,p-hash,duplicates,similar_p-hashes,n_categories
1191,bef2c06d46923f48,"[{'filename': '27c80e46dd614f94db45f1052ec6d3e5.jpg', 'category': 21}, {'filename': '29a6a329464217eb4112bcdefea7699a.jpg', 'category': 21}]",[],1
1192,bef2e48cc1c1303f,"[{'filename': '441c713d9b49778060d019272c270883.jpg', 'category': 38}, {'filename': '2ec7b970485c24aa9858d94d72f7e801.jpg', 'category': 38}]",[],1
1193,bf01c0ffb1c6a0d8,"[{'filename': '79e1c060182408406ecf6183983974cf.jpg', 'category': 23}, {'filename': '9468c659eeaf3603d24d15fe011935d5.jpg', 'category': 23}]",[],1
1194,bf058179c0f2f8e8,"[{'filename': 'b5cc4338996f0ada0d204cebfca85197.jpg', 'category': 35}, {'filename': 'a1ec5f425e093fbba51149c13f947b49.jpg', 'category': 35}]",[],1
1195,bf0bc0b48f4a2d8d,"[{'filename': '80b17e7eee4468f9f6746f17a0b6ba85.jpg', 'category': 36}, {'filename': '0357ca1aa3eb7424b1f51e734bc0c1bf.jpg', 'category': 36}]",[],1
1196,bf0cc46eca31b781,"[{'filename': '4c601a9d34048deb354b2b55ef254c4a.jpg', 'category': 37}, {'filename': '77769398d86322f5f04728939c628442.jpg', 'category': 37}]",[],1
1197,bf0fc290e3432e27,"[{'filename': '17d703f8eb11b0e459e64df882c208c1.jpg', 'category': 21}, {'filename': '76129fd2b0128f5dbe895e1097d18f3b.jpg', 'category': 21}]",[],1
1198,bf10c0ebbd905678,"[{'filename': 'e615270c285ce946f271a9ee9cdf0e4a.jpg', 'category': 34}, {'filename': '4458574254ee6c9be0a4982a0666b9b3.jpg', 'category': 34}]",[],1
1199,bf10c28fd0eff420,"[{'filename': 'f0c84a615ba93f915e9c2c05808fd27f.jpg', 'category': 29}, {'filename': '673ddb91f5690bb86c19ac57cdcd58a2.jpg', 'category': 29}]",[],1
1200,bf14c0c6c6834cfe,"[{'filename': '7e1df548652f480df992863ccc603f6f.jpg', 'category': 29}, {'filename': '1914277edfb285892487f5525b9f59d3.jpg', 'category': 29}, {'filename': 'b533f12dd3314c139f433549c8dc716e.jpg', 'category': 29}, {'filename': '104329a313f8235c232d0ee2f66d10d8.jpg', 'category': 29}]",[],1
1201,bf1614647c731761,"[{'filename': '1d1084b11259dc159c8e903ef164415e.jpg', 'category': 17}, {'filename': '3b2eda318c669b9913a9c93b08d0af2c.jpg', 'category': 17}]",[],1
1202,bf17838fc2c18713,"[{'filename': '2338549b95668c2db1508e4873e4273e.jpg', 'category': 23}, {'filename': '809b544727fc6f38faf4fe940228c908.jpg', 'category': 23}]",[],1
1203,bf17c0e83f17c068,"[{'filename': '50280855cd0d5fa92d3d5d7cc8d85c22.jpg', 'category': 18}, {'filename': '1e938d8b6830036f73b388e04fc04e22.jpg', 'category': 18}, {'filename': '72f9a5fc876160bbbc9d89234962a38e.jpg', 'category': 18}, {'filename': '72a24ef70a82ab978dbe8467f7584f23.jpg', 'category': 18}, {'filename': 'a3597a799630745ff866796884928b68.jpg', 'category': 18}]",['bf1fc0e03f1dc062'],1
1205,bf23e06ecfb108c8,"[{'filename': 'ea99e0abe77330598a651f14e16a7bd4.jpg', 'category': 39}, {'filename': '8c139dd2e13fb87be0ec7fb0dd7dbd6c.jpg', 'category': 39}]",[],1
1206,bf23e4dc9651988c,"[{'filename': 'f37f586579c07b7353edf4d6d6c54070.jpg', 'category': 15}, {'filename': 'bd0cbd3513ce8fd056649247836ca2d2.jpg', 'category': 15}]",[],1
1207,bf25d2d887c893c2,"[{'filename': '25225d9102808563f2e75cc474c524f3.jpg', 'category': 24}, {'filename': 'b10e02424d85e383b7064936437426b1.jpg', 'category': 24}]",[],1
1208,bf26c499e1c648e9,"[{'filename': '61a1d3be0667d0f9aae1f8f6563ca167.jpg', 'category': 31}, {'filename': '7d9faf986497a0128067af0580b2b7a1.jpg', 'category': 31}, {'filename': 'bcefa488b5cb94b7f1e3c8ef96448df9.jpg', 'category': 31}]",[],1
1209,bf271f1f1f1c0206,"[{'filename': 'cd7809ed5c289b8f44a98947530933cc.jpg', 'category': 3}, {'filename': 'a761aeabec5b040aa71efc9a46d34602.jpg', 'category': 3}]",[],1
1210,bf30c939c40fe08f,"[{'filename': 'a9c91e9610bc78a1f88e6f3deef9349d.jpg', 'category': 4}, {'filename': 'e272ffd360e991beedbe1ae472f979e2.jpg', 'category': 4}]",[],1
1211,bf3140c8c787c1fc,"[{'filename': '25ecac9977b2f8b7be3acc5ac452ee79.jpg', 'category': 29}, {'filename': '149b8d29631e0124fe07fe54338e3a03.jpg', 'category': 29}]",[],1
1212,bf31d034c2c24fcb,"[{'filename': 'fe6906defd61ed2e574e1dbd79ff975f.jpg', 'category': 2}, {'filename': '5ab754f7212c8d522f4bce8afdb686a4.jpg', 'category': 2}]",[],1
1215,bf3386ccc41fd089,"[{'filename': '6c7580f98fa0b3980569f280c2ae8bbf.jpg', 'category': 40}, {'filename': 'caf09567d410a2095da148fdfdfec912.jpg', 'category': 40}]",[],1
1216,bf35c0c892cb2d66,"[{'filename': '6cc4008929628d61799fa428923e998f.jpg', 'category': 35}, {'filename': '447a5fc07c2cec1722031d85c3c288bf.jpg', 'category': 35}]",[],1
1217,bf36f4e0c2838f0c,"[{'filename': '823dcad80c6adf73feb9509f44a02678.jpg', 'category': 36}, {'filename': 'a7d38025bdbb1ca5db971f8029a97005.jpg', 'category': 36}]",[],1
1218,bf37c0c82f35904b,"[{'filename': 'a7927616396f68ee53a6d08b193e5c58.jpg', 'category': 21}, {'filename': '911af377b07858db5cea2d8541ee70f6.jpg', 'category': 21}]",[],1
1219,bf38346961c6c16b,"[{'filename': '65989ca00eb157f6efaffe755a0b5d06.jpg', 'category': 19}, {'filename': '14378626c2b7e71b3f839601001d65b6.jpg', 'category': 19}]",[],1
1220,bf385867d4cf8103,"[{'filename': 'e0d7e3444673fbf992dd0578297e3f45.jpg', 'category': 29}, {'filename': 'a6373d6faf3f5f771e8d1a410d93a204.jpg', 'category': 29}]",[],1
1221,bf38b0b1c24fc68c,"[{'filename': 'cbb1fc8d39707300b5f933762dcd495a.jpg', 'category': 40}, {'filename': '23ad693e18e097185d1244374ba769cc.jpg', 'category': 40}]",[],1
1223,bf390347c946ec4c,"[{'filename': '7185a81634303c409ab9540ad77a81bd.jpg', 'category': 40}, {'filename': '6c6ab02e3b4e8793fb34f374f7975dfd.jpg', 'category': 40}]",[],1
1224,bf39c0cec0e0c6c7,"[{'filename': '15e4cc6a1bb6c19c26b713f096f4e6ad.jpg', 'category': 11}, {'filename': 'cf8697a518c8978377904937d9ebb4a7.jpg', 'category': 11}]",[],1
1225,bf3e8ec6c1c0c893,"[{'filename': '8f5bc4ca0b5751723ebfa6827bd1810d.jpg', 'category': 36}, {'filename': '1b1fcb57b748435120b22b51d9f3ed61.jpg', 'category': 36}, {'filename': '8ad693cec34f920e886c8290996a7c8b.jpg', 'category': 36}, {'filename': '713187dcedb910d11f0b7453d60991f2.jpg', 'category': 36}]",[],1
1226,bf3f3b31180fc4c0,"[{'filename': '5f607e9462eec9bcc8197df6471a0107.jpg', 'category': 20}, {'filename': 'bd1f9dbb3beb1e8d89a200bded68500b.jpg', 'category': 20}]",[],1
1227,bf489394a13e8973,"[{'filename': '300ccf8ee5e982f5d402501bfc5dfc31.jpg', 'category': 23}, {'filename': '052934beae6cbbd0f4b4a606279479d5.jpg', 'category': 23}, {'filename': '701c956e9edfb46d877fc686938b4f7a.jpg', 'category': 23}, {'filename': '09fab7c142de88559dd60858c0bd3580.jpg', 'category': 23}]",[],1
1228,bf48d0b58087cfd2,"[{'filename': '82621b973253974fcffa06496a33b70a.jpg', 'category': 14}, {'filename': 'a686849d45bf408b3d07b37205904ec3.jpg', 'category': 14}, {'filename': '67db9681fa058f024345da3bae26db4d.jpg', 'category': 14}, {'filename': 'b47dd2cbe7b74767df3956b5648d1394.jpg', 'category': 14}]",['bf48f0a58087cfd2'],1
1229,bf48da17a4b932c4,"[{'filename': '4eb305bf52c86d800219e8aeee2b2de3.jpg', 'category': 19}, {'filename': '52922069eeefbb05983318c4dc3b8491.jpg', 'category': 19}, {'filename': 'a22b2ebc4feb81cf83813ec4c47d8104.jpg', 'category': 19}, {'filename': '266ae6538692282e0c1e2ab70bf10ec9.jpg', 'category': 19}, {'filename': 'a4f60cc2fd86cf35471dd4ecb9c902b2.jpg', 'category': 19}, {'filename': 'b55fa872aa8cc8b27281b37c4e7693c8.jpg', 'category': 19}, {'filename': 'f7e3c38feb74cbac8f38bffa000ff56d.jpg', 'category': 19}, {'filename': '07e45af81a5df55c07a04164bb326aff.jpg', 'category': 19}, {'filename': '6cb3bc6f12ed9712cdd9bf9243f66c9e.jpg', 'category': 19}]",['bf48da17acb93244'],1
1231,bf48e8b78089575c,"[{'filename': '602a09a5fe9ce95e8a601ce992e4d7b1.jpg', 'category': 21}, {'filename': 'cf67977946edb073092dae39bcbb7bee.jpg', 'category': 21}]",[],1
1233,bf4983e4c4b0e0b7,"[{'filename': 'b9b7fcc44d6ec72e8358290ea3682f0e.jpg', 'category': 29}, {'filename': '29bc1919bb76873da46a2226ded3ed84.jpg', 'category': 29}]",[],1
1234,bf4ac0258d9e36d1,"[{'filename': '47ba7d57f098f3567a14b7f6864ecff5.jpg', 'category': 19}, {'filename': '81e877e10a65a1bba7101f1c9048bb9e.jpg', 'category': 19}]",[],1
1235,bf4aca7093a39827,"[{'filename': 'e2bd46a7fea1be4fd91f9aab5b813678.jpg', 'category': 5}, {'filename': '9929accf6e9ef3d9218d1dc7d321a54d.jpg', 'category': 5}]",[],1
1236,bf4bc0340e933d33,"[{'filename': '4d4823d9c1daa55ad956f9b31556fbce.jpg', 'category': 37}, {'filename': '437ca30d2febd40bc0e83df660525c94.jpg', 'category': 37}]",[],1
1237,bf4ec09981b99b32,"[{'filename': 'cc5365cc6e857a83096ca5280fc473a4.jpg', 'category': 23}, {'filename': 'ca468aa46df1b2e6f6899f8d96b7c078.jpg', 'category': 23}, {'filename': '4affc85cc5370a7d30c5e066ae2d1382.jpg', 'category': 23}, {'filename': '02cabc9d7a9d01c63a3d930a6b7c1033.jpg', 'category': 23}]",[],1
1238,bf60509c8772cd9c,"[{'filename': 'efaca4f0dac3be303bf6091942f3bb72.jpg', 'category': 23}, {'filename': 'ed99a540fb0f18df2fd9c5511e75b135.jpg', 'category': 23}]",[],1
1239,bf608395c13f6a29,"[{'filename': '8e7c9ee48077773075c8581803b76d44.jpg', 'category': 18}, {'filename': '3c84a58f349ddc21e7fd3855403a1443.jpg', 'category': 18}]",[],1
1240,bf61e08f819837e1,"[{'filename': '1b8dcc0e7b60c87f1b9223317401aa1d.jpg', 'category': 19}, {'filename': '56b50209a239e2de629cac71537bf84c.jpg', 'category': 19}]",[],1
1241,bf6625989a65299a,"[{'filename': 'bb4ef8ccb604e200c744402398ad34bc.jpg', 'category': 14}, {'filename': '65f5708ebffbcfa4708021a91d056bab.jpg', 'category': 14}]",[],1
1242,bf666698c9636309,"[{'filename': 'e639b9e17fa623439798d21f573f589e.jpg', 'category': 21}, {'filename': '1237371b32ba1f242ba34c964edab902.jpg', 'category': 21}]",[],1
1243,bf6c5a913d36e180,"[{'filename': '8546cb5409542b4e89e0e27a3a304fa4.jpg', 'category': 9}, {'filename': 'c5d4777c52e49ae8e1f519ee04d36e5c.jpg', 'category': 9}]",[],1
1244,bf6fc090c1b499c6,"[{'filename': '871094f3e8751fa89fdcc6832692ebf6.jpg', 'category': 37}, {'filename': '409333f81becab4d9f0a30a8088f94b7.jpg', 'category': 37}]",[],1
1245,bf78c085819e9793,"[{'filename': 'c1571574d79f58ce3f0f9ec44ec386ae.jpg', 'category': 38}, {'filename': 'b6944d4d7c24841dccfa676ab82e38b4.jpg', 'category': 38}]",[],1
1247,bf7ac081b314f83c,"[{'filename': '49e54ca7c8624722e9f2e1afc9e8cdb8.jpg', 'category': 29}, {'filename': '9e0acef1c74004b1fff0424df20fdb45.jpg', 'category': 29}]",[],1
1248,bf813e2f7ac07068,"[{'filename': 'bc915c86d11029353a69406943477bc0.jpg', 'category': 28}, {'filename': '26e5738fc54fad175c9c3701b738fa2f.jpg', 'category': 28}, {'filename': '9e0b2f01aa403ab6986d724d0a4d02da.jpg', 'category': 28}]",[],1
1249,bf85c078851b9a3d,"[{'filename': '1750c9eab73cce1b46018e0833c1606e.jpg', 'category': 36}, {'filename': '19e0cc8fba90d6e663fb13e33f3d2c2a.jpg', 'category': 36}, {'filename': '01a22f8a0c6fe1452bfd6fb97643598e.jpg', 'category': 36}]",[],1
1250,bf8b4bc49701e19c,"[{'filename': '7658b81b91b5280242a597a1641c5d8d.jpg', 'category': 7}, {'filename': '96c3c1a3f124a27d4a59246fce5756e3.jpg', 'category': 7}, {'filename': '1fe36fbe9cf10c9bb5ff06e640ab8dde.jpg', 'category': 7}]",[],1
1251,bf8bc0f40f1938e2,"[{'filename': 'e651d38b96e8fb6a3f93ae240a180ddf.jpg', 'category': 37}, {'filename': '7bad69d4594fee8887679c8945a1fdd0.jpg', 'category': 37}]",[],1
1252,bf8fd06009fe1136,"[{'filename': '667dfc3c29a77b05e91b5effe96d2d5b.jpg', 'category': 41}, {'filename': '9a21161341cb48451e91a612793f58ee.jpg', 'category': 41}]",[],1
1253,bf90c069d096ea2f,"[{'filename': '2f3835dd37d8d9d0ac9d7046dccb85fd.jpg', 'category': 12}, {'filename': '0b082ea03c1ef8f4a888cbc9ddd37646.jpg', 'category': 12}]",[],1
1254,bf90dad24fc0b464,"[{'filename': 'a7e83d76293bf8e00160aee17fff3eaa.jpg', 'category': 23}, {'filename': '21e825c9a8e86e0f3e475be6d9566e81.jpg', 'category': 23}]",[],1
1255,bf91c06e96e03b13,"[{'filename': '21ef6a96638e20017a80828f870fb2ed.jpg', 'category': 37}, {'filename': 'b5afbcf97057768cc01b6730e68ca45b.jpg', 'category': 37}]",[],1
1256,bf91c0c6c83eb54a,"[{'filename': '5aaac8953752defe8cf6fe1ab0c892db.jpg', 'category': 23}, {'filename': 'fe3073e14dedc995be8a20c6a95ab452.jpg', 'category': 23}, {'filename': '1a2ac2c88e755b0dc8ab32bae8e8548d.jpg', 'category': 23}, {'filename': '8f5636f74e5374d4a0fa1cb21d6049db.jpg', 'category': 23}, {'filename': '76f47c97fe135746dcaf1a169c923ad3.jpg', 'category': 23}]",[],1
1257,bf92c06a1731dac5,"[{'filename': '59083ed82792f402c5bf9fab4fae4f12.jpg', 'category': 30}, {'filename': 'e923b1164fb67001de287281d3027bb6.jpg', 'category': 30}]",[],1
1258,bf956aca8da5405a,"[{'filename': 'faa80f53bbba48282fcc45f534fc05a5.jpg', 'category': 39}, {'filename': '8f09e7db455a468c28c9aa674fd81798.jpg', 'category': 39}]",[],1
1259,bf956acac06e61c2,"[{'filename': 'bcbe5b68245ab6821adf27377a1a7b2b.jpg', 'category': 23}, {'filename': 'fadb12fa38514b4abfa04dc616713e7d.jpg', 'category': 23}, {'filename': 'e8f77e48906460b5e5b7044a76c1e41e.jpg', 'category': 23}, {'filename': '6f6542006b1d6580d7154ce60cf1696a.jpg', 'category': 23}, {'filename': '43725afe269ae3f0921a47f1a54b5658.jpg', 'category': 23}, {'filename': '03fb38e2e3b74969c1f3957e0e99b322.jpg', 'category': 23}]",['bf957ac2c06e61c2'],1
1261,bf95c06a3d816a35,"[{'filename': '0760714b0b9a7bc30219908009ab9da7.jpg', 'category': 18}, {'filename': 'c430e8f729e36e93dfc49a2435965b3d.jpg', 'category': 18}, {'filename': 'b9a52dae1a398589a8033ad3cbee290c.jpg', 'category': 18}]",[],1
1262,bf95d04a89651c67,"[{'filename': '3516dad0ac0ce57026e50708c5387587.jpg', 'category': 22}, {'filename': 'fb57473f25ca01ed2a59ff20c43ea581.jpg', 'category': 22}, {'filename': 'e2aa10f3962c3398913f53b245574d6c.jpg', 'category': 22}, {'filename': '38b49b90d4cd4c40343aa47b0dfb1982.jpg', 'category': 22}, {'filename': '2fed134ff99a8fee7db2bf844383e230.jpg', 'category': 22}, {'filename': 'c7741e379a0947339fdfedcf4e345c5c.jpg', 'category': 22}, {'filename': 'd7a09e343beef47834fe21e4dc1d9c50.jpg', 'category': 22}, {'filename': 'a4bddf5f85c44e66fbc8c68d1d7d1b9b.jpg', 'category': 22}, {'filename': 'da7f039b6ebf654abe4e76d17c8e2d47.jpg', 'category': 22}, {'filename': '50ad6cc31e180cf347f1e97f077c43e2.jpg', 'category': 22}, {'filename': 'd931281f26c8a8d497448cc8d1300df1.jpg', 'category': 22}, {'filename': '87c7cc23a29feb1986966cbbe4579884.jpg', 'category': 22}, {'filename': '9bc91b0348f051c93dec36ec47c684e2.jpg', 'category': 22}, {'filename': 'a44d69ac0a2a211854e6b737f0065dd2.jpg', 'category': 22}]",['bf95d04a89651e27'],1
1264,bf986e794c31606c,"[{'filename': '54fa3ab12ed4652ba4c4233d8df47720.jpg', 'category': 21}, {'filename': 'c8a77fb2c9ceb984194154df9f020b4b.jpg', 'category': 21}]",[],1
1265,bf98847b4c99316a,"[{'filename': '9f537784e1c4cdca9e5a3a2317af68a6.jpg', 'category': 29}, {'filename': '657899a56d4289ea204ff0419e81e075.jpg', 'category': 29}, {'filename': '5d38d30ea25bdba6c77e6cce4d0d2b7f.jpg', 'category': 29}, {'filename': '8677b07a085a3027fd7ebcb0e48d52a5.jpg', 'category': 29}, {'filename': '90a9178412a034defaa94387a5455aa3.jpg', 'category': 29}, {'filename': 'd4527605f288d1210679e790d18a71b7.jpg', 'category': 29}]",[],1
1266,bf9895d44b42e067,"[{'filename': '37198f980f03187fba0455d6f45c6518.jpg', 'category': 40}, {'filename': 'fcb3280e0b6743618d4948c11239330f.jpg', 'category': 40}]",[],1
1267,bf9990c786878696,"[{'filename': 'e673fdc1060a9902470ec6b55d52e78e.jpg', 'category': 29}, {'filename': '9032288012a064c78dd13a1353155f8d.jpg', 'category': 29}]",[],1
1268,bf9b7128e9882798,"[{'filename': '807d19a2e2ddb92adf3d0353be2f4c13.jpg', 'category': 2}, {'filename': '8e6cd75323346af388c5b283253b4b29.jpg', 'category': 2}]",[],1
1269,bf9e68c368e168c1,"[{'filename': 'daab4e53dcd5fd62c0513a990203934c.jpg', 'category': 36}, {'filename': 'b9c0b8cbd6c40044ee4712468dc373cc.jpg', 'category': 36}]",[],1
1270,bf9ec07d44504a37,"[{'filename': 'b57931a9a15ff30fada82292ffbd2e51.jpg', 'category': 37}, {'filename': 'f12f4778c8792875332203b7e6523116.jpg', 'category': 37}]",[],1
1271,bfa44475c92393a5,"[{'filename': '5a47473f8b2e520950db984cc50f42ea.jpg', 'category': 22}, {'filename': '72c3a23bcb1786d4d5a0f50ff69ebc16.jpg', 'category': 22}]",[],1
1272,bfa45454da33e1c4,"[{'filename': '75351f402e3086e1c65b5eccc3603ee1.jpg', 'category': 22}, {'filename': '59e9f7c36894ce32b24738f4433b2646.jpg', 'category': 22}]",[],1
1273,bfa9e1d69052e624,"[{'filename': 'd30a4e1fa51c41e95ed1c13b6966caa4.jpg', 'category': 10}, {'filename': '8716214a7c85332f441551f5bb05b82d.jpg', 'category': 10}]",[],1
1274,bfb0c1061ec9b669,"[{'filename': '032af0651ee02465119198517a4f2d64.jpg', 'category': 38}, {'filename': '572177a9badd928d0c41e2093a203747.jpg', 'category': 38}]",[],1
1276,bfb460c269792d68,"[{'filename': '0ad7d2daea5d78c4029fa50ce0a848e2.jpg', 'category': 29}, {'filename': '214611cd0d06ad5b3451547351c4ffc5.jpg', 'category': 29}, {'filename': 'a096b9622e3cdb6aed4611c43ff735b3.jpg', 'category': 29}]",[],1
1277,bfb7c86842a17742,"[{'filename': 'a6c613109912e23f90d6e0278f63cc6d.jpg', 'category': 21}, {'filename': '0ffdef21bf4742ed566211accd03d905.jpg', 'category': 21}, {'filename': 'aec58fdc8e6f29ba675ea20bac40ff5e.jpg', 'category': 21}]",[],1
1278,bfc0803fc091957f,"[{'filename': '062b994408861457a5032a5ff781bbb7.jpg', 'category': 8}, {'filename': '3ae68ed3fcd1ed8c1bd27784af9a6089.jpg', 'category': 8}]",[],1
1279,bfc0c03f2ac03b3e,"[{'filename': '99c59e0eef94e0b261451f8e6d9c85ad.jpg', 'category': 18}, {'filename': 'eb51a63fc3993c7dd283e26359a5c203.jpg', 'category': 18}]",[],1
1280,bfc0c13ec08c3ff0,"[{'filename': 'df5e847066090a2e8fbd32aab1b6a85a.jpg', 'category': 18}, {'filename': '1e1e754a1c6ad44562b50d148fc9b495.jpg', 'category': 18}]",[],1
1281,bfc1c03e9c626f21,"[{'filename': '4087e3f64189078ff5adc7278c534dc3.jpg', 'category': 16}, {'filename': '5abeabb6536503726e24d6b897b3c3df.jpg', 'category': 16}]",[],1
1282,bfc1f0c4c1c0c79d,"[{'filename': 'f7bed157f6774b73355dffbb9aebc522.jpg', 'category': 24}, {'filename': 'd7bcf50cbe8fd3ee8a66560f0adae369.jpg', 'category': 24}]",[],1
1283,bfc237c92ec02dc8,"[{'filename': '5b3deda97d7488915c99c2381b1ef725.jpg', 'category': 3}, {'filename': '622c24a1d4759ccad2050685c8885f38.jpg', 'category': 3}]",[],1
1284,bfc2c43b341b83c5,"[{'filename': '2c59ef038b5d2fe0c30f8c1c0d99b36f.jpg', 'category': 14}, {'filename': 'f677dcebaad0c803c3b692d21acd0f04.jpg', 'category': 14}, {'filename': '9d39dbbf5b2302bbb1eda1531c76bdb1.jpg', 'category': 14}]",[],1
1285,bfc2c43d733c0bc0,"[{'filename': '94ef78b61561cd30682ae97607f3a50b.jpg', 'category': 14}, {'filename': '01e96e2f08a8546dcf862063c79dfa7a.jpg', 'category': 14}]",[],1
1287,bfc3c0b40e183d73,"[{'filename': '56a74484fba9d5e8866fd532809403e4.jpg', 'category': 37}, {'filename': '413fd95958872dd7ccfc79946fd4540b.jpg', 'category': 37}]",[],1
1288,bfc7e1b16026271a,"[{'filename': '9f49f363092f8119f1bf012fed8c2f91.jpg', 'category': 28}, {'filename': 'ed8564266cd9c8eb99dc266cb04ca0af.jpg', 'category': 28}]",[],1
1290,bfc8c937bc918416,"[{'filename': '1f50ce8afcdf823adf2682ac08902be4.jpg', 'category': 19}, {'filename': '00c7c90f64842edb09b9f73717bc9cba.jpg', 'category': 19}, {'filename': 'f066aec3f59b835517650dd5f19848d9.jpg', 'category': 19}]",[],1
1292,bfcac0340f113de3,"[{'filename': '020da1d528d94d7c6c73dea618ace949.jpg', 'category': 37}, {'filename': 'df62fe2c48b59e2ef7c4cbd6fa0d57e8.jpg', 'category': 37}]",[],1
1294,bfcc923bcd30d061,"[{'filename': 'f56cf7d6e187ef8b2830418efea73624.jpg', 'category': 11}, {'filename': '21e3e6ea504836c1c4541f8527a47b0d.jpg', 'category': 11}]",[],1
1295,bfcc9c2e99b09492,"[{'filename': 'cdefbb4e3ca2f449afae6e17511a32b9.jpg', 'category': 21}, {'filename': 'a240ffe7eea8b8ad3eb04c783e094ff3.jpg', 'category': 21}, {'filename': '8ecfed2c1ba5cba65e74c42ab3a2aede.jpg', 'category': 21}]",[],1
1296,bfccc0304b8f3ee0,"[{'filename': '137337d2315ca1a7a1022e37c363dae6.jpg', 'category': 37}, {'filename': 'a3dbda44363b0784e6ab12546dfcfacd.jpg', 'category': 37}]",[],1
1297,bfce856b3f00f420,"[{'filename': 'a592662a7bfa42b72b8e5b64c9a34cf7.jpg', 'category': 14}, {'filename': '53801badf812f6cc90cb12af315f4742.jpg', 'category': 14}]",[],1
1298,bfd0b41fc24a1db0,"[{'filename': 'e80f53bbd20b1ad7735e7eb2b96e65ee.jpg', 'category': 11}, {'filename': 'b89627f5fd85e8dd3d4b38bdf0ece2c4.jpg', 'category': 11}]",[],1
1299,bfe08f1ac01be21e,"[{'filename': '1b5770cd32762c76636c2948a565dd9a.jpg', 'category': 11}, {'filename': '73e14afa5698f9b8e75a1f09b3db2689.jpg', 'category': 11}]",[],1
1300,bfe1c09663b5c894,"[{'filename': '19cee4ee6cc49c84d3fe8459c7e12a58.jpg', 'category': 23}, {'filename': '6e4711e57934638b20baa2573c98d1ab.jpg', 'category': 23}]",[],1
1301,bfe4c021e20733fc,"[{'filename': 'fcd31c2f5ef5a77583ddfc0b7dedb923.jpg', 'category': 23}, {'filename': '56a993080d481048372f7ab0cc4bc055.jpg', 'category': 23}]",[],1
1302,bfe660340f171b51,"[{'filename': '9edf6b14cc6a61097a6364d71fa3a9cf.jpg', 'category': 6}, {'filename': '966e9ad4b38c27f685c5d773715a6333.jpg', 'category': 6}]",[],1
1303,bfe6c01bc6c00f3c,"[{'filename': '1076a672810fc8f98a56aec8b090feee.jpg', 'category': 18}, {'filename': 'afb117346d90de5af82c9ebfb9ae7835.jpg', 'category': 18}]",[],1
1304,bff0900f4a332dac,"[{'filename': 'b853260ad8243c15c7a818d2034dd78d.jpg', 'category': 41}, {'filename': '371a1d677198ee6738e9de5fc92dc047.jpg', 'category': 41}]",[],1
1305,c02b7f0fabd4aa90,"[{'filename': 'ccc22e74b8e4e7df558d18b83f321906.jpg', 'category': 32}, {'filename': '80fc436ceb236bb91cd6ac370a9f1b67.jpg', 'category': 32}]",[],1
1306,c02cbfd3cac4117b,"[{'filename': 'd0a2af690949dc39bbd325d4900a4b06.jpg', 'category': 40}, {'filename': '6b81a1a9768c1ecfb75950624f37453a.jpg', 'category': 40}]",[],1
1307,c04c4d9733b3378e,"[{'filename': '75531071576ca9aa9f5077e7a25171f2.jpg', 'category': 32}, {'filename': 'c872d6379af51b5c85432aed8d8ab458.jpg', 'category': 32}]",[],1
1308,c0c5353f6ad43f81,"[{'filename': '2d67f9c4748444e6bd4b4ece91f27046.jpg', 'category': 18}, {'filename': '1eefb846b596de58598bfa1dd700b785.jpg', 'category': 18}]",[],1
1309,c0c93faf09725639,"[{'filename': '614b843635d51ee11f8506075d004777.jpg', 'category': 17}, {'filename': '0ff2f73481fadde7891922ae62dfcdea.jpg', 'category': 17}]",[],1
1310,c0cdd832abbaaf11,"[{'filename': 'd2e990912872d96f91b8ab7566478335.jpg', 'category': 36}, {'filename': 'e9b0070b553cdda9513c41bf68d37f77.jpg', 'category': 36}]",[],1
1311,c0d0bfaa0e43a73b,"[{'filename': 'da1addeb8e9432df3da941e284977729.jpg', 'category': 32}, {'filename': '58798f5958a6bd0f76522c93411ffb60.jpg', 'category': 32}]",[],1
1312,c0d4bf07fc2aa4f0,"[{'filename': '5bd4d883d6870220cbf32b4fc1cd4000.jpg', 'category': 18}, {'filename': '4b8ead09baa6c6c01e0b0b1d8deabbdb.jpg', 'category': 18}]",[],1
1313,c11ebfe1c00f473c,"[{'filename': 'ee166b1d1e393f19a5e187e6c84e32a1.jpg', 'category': 22}, {'filename': 'eb28d1a67b86451b86f03cadbcf00238.jpg', 'category': 22}]",[],1
1314,c14bce417133b15f,"[{'filename': 'bf9aaa54b1bea96644861fa8f7b1e907.jpg', 'category': 4}, {'filename': '69ef9b439efb80d8f28f6af9aed1628d.jpg', 'category': 4}, {'filename': '5514166ca87cc3d9411c0bf66ccbe77c.jpg', 'category': 4}, {'filename': 'd9ff7d658f45dcb1b3420b049cc86876.jpg', 'category': 4}, {'filename': 'b82b3cf6fb09b52bd76674f0107bc909.jpg', 'category': 4}]",['c14bcf417833316f'],1
1316,c1b4bf48f82bf288,"[{'filename': 'd82639c79e5a1e08ecc47dc327061e3b.jpg', 'category': 23}, {'filename': '5e951e0d825ee5cb8297d30339ab8ee0.jpg', 'category': 23}]",[],1
1317,c1efb61b67942924,"[{'filename': '02787139df799acb37e02e5a7fc25d46.jpg', 'category': 17}, {'filename': 'dd22026ea7f52ba25019ce2d098cf785.jpg', 'category': 17}]",[],1
